Book_Name,Author,5_star,Ratings,Reviews
"Preacher, Volume 6: War in the Sun",Garth Ennis,4.33,"20,058",266,"10,848","6,082","2,314",513,301
Nicolae: The Rise of Antichrist,Tim LaHaye,3.97,"37,254",850,"14,079","12,118","7,903","2,129","1,025"
The Physics of Baseball,Robert K. Adair,3.71,564,63,130,214,160,46,14
Tomboy Bride: A Woman's Personal Account of Life in Mining Camps of the West,Harriet Fish Backus,4.11,949,149,341,405,171,26,6
The Wind Dancer,Iris Johansen,4.01,"4,245",138,"1,568","1,473",932,208,64
Going Gently,David Nobbs,3.85,297,22,89,109,69,26,4
Religion and the Decline of Magic: Studies in Popular Beliefs in Sixteenth  and Seventeenth Century England,Keith Thomas,4.16,"1,399",116,605,505,222,47,20
Byzantium: The Decline and Fall,John Julius Norwich,4.43,"1,001",53,566,325,90,17,3
Counter-Clock World,Philip K. Dick,3.55,"4,580",337,730,"1,646","1,686",443,75
Tauben im Gras,Wolfgang Koeppen,3.24,"1,752",83,314,477,478,282,201
More About Paddington,Michael Bond,4.25,"3,317",281,"1,513","1,208",522,57,17
Corduroy's Easter Party,Don Freeman,3.53,150,16,35,35,58,18,4
The Collected Poems of Frank O'Hara,John Ashbery,4.34,"5,463",138,"3,043","1,550",634,155,81
On Top of Concord Hill,Maria D. Wilkes,4.05,"4,977",42,"2,238","1,312","1,034",216,177
Natural Right and History,Leo Strauss,4.01,659,65,256,233,111,40,19
"Collected Poems, 1920-1954",Eugenio Montale,4.39,241,19,130,81,25,5,0
The Stalin School of Falsification,Leon Trotsky,4.02,43,3,22,10,3,6,2
Tales of the Greek Heroes,Roger Lancelyn Green,3.87,"3,332",270,978,"1,225",920,152,57
Tales Too Ticklish to Tell: Bloom County,Berkeley Breathed,4.38,"3,731",27,"2,032","1,176",444,54,25
Stranger in the Woods: A Photographic Fantasy,Carl R. Sams II,4.25,"1,321",167,665,387,210,46,13
The Value in the Valley: A Black Woman's Guide Through Life's Dilemmas,Iyanla Vanzant,4.43,717,56,433,192,69,16,7
Rose O' the River,Kate Douglas Wiggin,3.42,64,10,11,19,21,12,1
"Coleridge: Early Visions, 1772-1804",Richard  Holmes,4.44,387,37,226,114,38,9,0
Palestine,Joe Sacco,4.21,"16,499","1,122","7,615","5,848","2,182",540,314
Mitologia: wierzenia i podania Greków i Rzymian,Jan Parandowski,3.65,"5,826",305,"1,359","2,056","1,627",572,212
Trumpet,Jackie Kay,4.06,"6,005",504,"2,139","2,455","1,111",213,87
In the Shadow of the Crown,Jean Plaidy,3.92,"1,547",67,438,627,419,50,13
Doña Bárbara,Rómulo Gallegos,3.79,"4,808",412,"1,373","1,671","1,260",376,128
My Dark Places,James Ellroy,3.86,"6,750",504,"1,903","2,667","1,610",445,125
A Conspiracy of Paper,David Liss,3.87,"11,103",911,"2,874","4,795","2,723",575,136
Individuals: An Essay in Descriptive Metaphysics,Peter Frederick Strawson,3.86,72,6,18,33,15,5,1
Two Thousand Seasons,Ayi Kwei Armah,4.41,370,38,218,106,27,17,2
The Tender Years,Janette Oke,4.09,"4,881",253,"2,064","1,540",993,226,58
The Skook,J.P.  Miller,4.19,121,19,49,48,22,2,0
The Pirate,Frederick Marryat,3.85,85,7,23,37,15,9,1
Symbiotic Planet: A New Look at Evolution,Lynn Margulis,4.03,782,60,301,264,164,46,7
Levels of the Game,John McPhee,4.25,"2,320",223,"1,021",924,326,36,13
Omerta,Mario Puzo,3.74,"16,587",596,"3,919","6,157","5,073","1,195",243
Under Western Eyes,Joseph Conrad,3.70,"3,035",282,699,"1,129",876,250,81
"Nausicaä of the Valley of the Wind, Vol. 7",Hayao Miyazaki,4.59,"2,292",119,"1,563",557,144,23,5
Petals of Blood,Ngũgĩ wa Thiong'o,3.90,"2,101",202,648,796,492,126,39
The Coldest Winter Ever,Sister Souljah,4.46,"37,014","2,777","23,944","8,175","3,425","1,015",455
March Violets,Philip Kerr,3.80,"15,611","1,452","3,776","6,517","4,053",933,332
The Lost Boy,Dave Pelzer,4.10,"64,255","2,994","26,465","22,003","12,410","2,566",811
Trunk Music,Michael Connelly,4.20,"64,297","1,957","24,922","28,548","9,625",946,256
The Secret of Dragonhome,John Peel,4.18,971,80,478,279,144,53,17
Bookends,Jane Green,3.74,"41,196","1,050","10,528","14,157","12,564","2,985",962
My Own Country: A Doctor's Story,Abraham   Verghese,4.21,"11,309",908,"4,971","4,291","1,597",340,110
Tailchaser's Song,Tad Williams,3.98,"12,054",669,"4,274","4,203","2,763",647,167
Camping and Woodcraft: A Handbook for Vacation Campers and for Travelers in the Wilderness,Horace Kephart,4.26,318,31,167,87,49,11,4
The Case of the Toxic Spell Dump,Harry Turtledove,3.86,812,72,241,295,210,51,15
Maten al león,Jorge Ibargüengoitia,4.14,"1,153",88,427,495,196,32,3
The Black Cauldron,Walt Disney Company,3.75,127,10,32,46,37,9,3
East of Wimbledon,Nigel Williams,3.20,172,14,25,46,52,37,12
Flights from the Lowlands,Florence Morris Rose,5.00,4,1,4,0,0,0,0
A Balcony in the Forest,Julien Gracq,4.03,707,87,248,285,136,26,12
The Luzhin Defense,Vladimir Nabokov,3.96,"12,400",746,"3,902","4,983","2,766",578,171
Prelude to Christopher,Eleanor Dark,3.84,123,14,37,44,28,13,1
The Art of the Novel,Milan Kundera,3.98,"5,897",429,"1,919","2,321","1,340",256,61
Das Treibhaus,Wolfgang Koeppen,3.42,322,37,60,100,96,47,19
The final fall: An essay on the decomposition of the Soviet sphere,Emmanuel Todd,3.33,15,2,5,5,0,0,5
After the First Death,Robert Cormier,3.69,"3,645",466,884,"1,334",997,287,143
Die Krone der Welt,Peter Berling,3.87,127,2,37,46,36,7,1
Dinner Along the Amazon,Timothy Findley,3.66,306,25,53,115,120,16,2
The Adventures of Paddington,Michael Bond,4.21,288,16,123,112,45,6,2
Seven Moomintroll Books,Tove Jansson,4.56,541,19,388,93,43,11,6
Betsy Was a Junior,Maud Hart Lovelace,4.19,"5,277",185,"2,640","1,549",720,199,169
Let Your Life Speak: Listening for the Voice of Vocation,Parker J. Palmer,4.15,"11,499","1,014","5,244","3,729","1,716",590,220
The Legend of Annie Murphy,Frank E. Peretti,3.90,"1,784",51,594,576,474,115,25
Contos de Aprendiz,Carlos Drummond de Andrade,4.00,259,13,79,113,56,10,1
Corduroy's Toys,Don Freeman,4.06,53,1,25,13,10,3,2
We Think the World of You,J.R. Ackerley,3.63,533,65,99,209,166,48,11
German Ideology,Karl Marx,4.10,"4,282",182,"1,831","1,439",714,199,99
Le vieux qui lisait des romans d'amour,Luis Sepúlveda,3.93,"21,862","1,918","6,573","8,986","4,742","1,230",331
"O Que é Isso, Companheiro?",Fernando Gabeira,3.73,494,28,108,191,155,33,7
Historias y Poemas de una lucha de clases,Roque Dalton,4.43,160,11,91,51,15,2,1
Music in the Night,V.C. Andrews,3.86,"6,236",94,"2,056","1,888","1,726",473,93
Madita und Lisabet aus Birkenlund. Sonderausgabe.,Astrid Lindgren,4.21,"1,410",61,635,493,232,41,9
A Quiet Strength,Janette Oke,4.15,"2,993",105,"1,316",935,626,96,20
Wall and Piece,Banksy,3.85,"221,656",961,"93,733","54,253","38,987","16,826","17,857"
Selected Poems of Gabriela Mistral,Gabriela Mistral,3.98,490,61,178,159,123,27,3
The Sibyl,Pär Lagerkvist,4.00,"1,506",146,521,574,314,78,19
Queen of This Realm,Jean Plaidy,3.99,"1,798",102,584,730,388,78,18
Jugend ohne Gott,Ödön von Horváth,3.86,"9,143",428,"2,563","3,733","2,049",621,177
The Miracle of Theism: Arguments for and Against the Existence of God,J.L. Mackie,4.14,249,23,109,86,39,10,5
The Discovery of India,Jawaharlal Nehru,4.08,"7,862",406,"3,202","2,813","1,312",335,200
Silver Wedding,Maeve Binchy,3.68,"11,263",344,"2,448","3,893","3,928",854,140
The Story of My Life,Helen Keller,4.08,"144,121","3,050","60,684","47,073","26,503","6,249","3,612"
The Innocence of Father Brown,G.K. Chesterton,3.82,"15,695","1,251","4,397","5,760","4,197","1,047",294
Fugle omkring fyret,Jacob Paludan,3.94,17,3,4,8,5,0,0
Julie's Wolf Pack,Jean Craighead George,4.01,"5,881",181,"2,167","1,991","1,413",247,63
"Don't Be Afraid, Gringo",Elvia Alvarado,3.93,545,53,168,205,139,30,3
One Thousand White Women: The Journals of May Dodd,Jim Fergus,3.90,"124,344","9,580","41,626","44,201","26,269","8,461","3,787"
Rosario Tijeras,Jorge Franco,3.84,"3,357",360,948,"1,272",838,236,63
The Finishing School,Gail Godwin,3.58,816,59,141,297,284,82,12
Archangel,Robert   Harris,3.81,"10,986",548,"2,460","4,730","3,136",545,115
Straight Talking,Jane Green,3.64,"21,072",412,"4,845","6,932","6,867","1,778",650
Commando: A Boer Journal Of The Boer War,Deneys Reitz,4.40,824,63,444,283,82,9,6
The Chessmen of Mars,Edgar Rice Burroughs,3.83,"7,591",301,"2,035","2,765","2,330",400,61
Habibi,Naomi Shihab Nye,3.63,"2,679",416,658,904,726,247,144
The Art of Practicing: A Guide to Making Music from the Heart,Madeline Bruser,4.09,"1,908",89,814,597,383,88,26
The Martyred,Richard E. Kim,3.84,212,32,62,71,65,11,3
Something Like an Autobiography,Akira Kurosawa,4.08,"3,809",276,"1,558","1,424",540,165,122
Tainaron: Mail from Another City,Leena Krohn,3.81,"1,242",167,338,476,308,91,29
"Nausicaä of the Valley of the Wind, Vol. 5",Hayao Miyazaki,4.58,"2,503",51,"1,656",667,162,16,2
Witness for the Prosecution and Selected Plays,Agatha Christie,4.06,"4,290",86,"1,503","1,710",925,134,18
The Running Vixen,Elizabeth Chadwick,3.96,"1,105",78,334,448,272,42,9
Hit Man,Lawrence Block,3.91,"5,828",496,"1,668","2,424","1,369",290,77
Remembering Blue,Connie May Fowler,3.89,663,76,215,233,155,45,15
Why Mosquitos Buzz in People's Ears,Verna Aardema,4.04,"25,959","1,453","11,163","7,506","5,174","1,389",727
The Wanderer,Kahlil Gibran,3.72,"3,066",266,727,"1,125",901,254,59
"The Creation of the American Republic, 1776-1787",Gordon S. Wood,4.13,"1,949",63,908,586,303,107,45
Η ζωή εν τάφω,Stratis Myrivilis,4.39,"1,156",84,633,382,112,22,7
Wolf by the Ears,Ann Rinaldi,3.83,"2,789",136,744,"1,052",802,154,37
The United Methodist Hymnal,United Methodist Church,4.36,92,6,53,25,9,4,1
Moralność pani Dulskiej,Gabriela Zapolska,3.54,"3,517",197,547,"1,311","1,235",354,70
Six Easy Pieces: Essentials of Physics By Its Most Brilliant Teacher,Richard P. Feynman,4.21,"25,799",979,"11,872","8,897","3,897",817,316
The Forgotten,K.A. Applegate,3.75,"4,508",188,"1,176","1,467","1,466",347,52
The Encyclopedia of the Dead,Danilo Kiš,4.07,"3,115",221,"1,274","1,048",587,162,44
Free to Trade,Michael Ridpath,3.67,741,66,162,269,228,65,17
A Cancer Therapy: Results of Fifty Cases and the Cure of Advanced Cancer by Diet Therapy,Max Gerson,4.35,165,8,98,34,28,3,2
Twilight Eyes,Dean Koontz,3.91,"26,292",599,"8,549","9,111","6,816","1,478",338
The Austere Academy,Lemony Snicket,4.00,"151,757","4,687","52,766","56,186","34,740","6,446","1,619"
The Last Coyote,Michael Connelly,4.25,"71,008","2,425","29,759","30,663","9,355",934,297
Losing Nelson,Barry Unsworth,3.59,497,52,91,192,145,57,12
Dragons of Eden: Speculations on the Evolution of Human Intelligence,Carl Sagan,4.19,"19,528",869,"8,637","7,011","3,018",610,252
Jejak Langkah,Pramoedya Ananta Toer,4.38,"5,725",420,"3,110","1,916",542,87,70
Zodiac,Neal Stephenson,3.73,"18,936",825,"3,734","7,760","6,138","1,142",162
A Man Named Dave,Dave Pelzer,3.91,"31,960","1,202","11,415","9,558","8,276","2,197",514
Disappointment with God: Three Questions No One Asks Aloud,Philip Yancey,4.17,"6,488",411,"2,965","2,181",952,243,147
Engineering Mechanics Dynamics,Russell C. Hibbeler,3.78,167,8,53,54,38,14,8
Kramer vs. Kramer,Avery Corman,3.85,"2,242",189,593,873,638,117,21
The Ox-Bow Incident,Walter Van Tilburg Clark,3.86,"5,816",586,"1,655","2,318","1,355",361,127
The Pride of the Peacock,Victoria Holt,3.87,"4,352",187,"1,279","1,535","1,269",239,30
Brat Farrar,Josephine Tey,4.00,"10,199","1,030","3,564","4,048","1,893",447,247
The Queen's Confession,Victoria Holt,3.94,"1,967",91,644,701,508,96,18
Here Is New York,E.B. White,4.29,"8,373",838,"4,318","2,649","1,054",234,118
"Jesus the Christ: A Study of the Messiah and His Mission According to Holy Scriptures, Both Ancient and Modern",James E. Talmage,4.62,"22,488","1,274","17,131","3,413","1,127",337,480
The Iron Man,Ted Hughes,3.90,"10,720",929,"3,550","3,663","2,611",689,207
Las formas del fuego,José Antonio Ramos Sucre,4.16,19,1,5,13,0,1,0
Μυθιστόρημα,George Seferis,4.62,68,6,45,20,3,0,0
Monk's Hood,Ellis Peters,4.07,"11,183",625,"3,599","5,075","2,298",170,41
Saturday Night and Sunday Morning,Alan Sillitoe,3.82,"4,531",288,"1,084","1,903","1,249",234,61
The Cement of the Universe: A Study of Causation,J.L. Mackie,3.50,14,0,1,7,5,0,1
Fascism: What It Is and How to Fight It,Leon Trotsky,3.87,"1,172",109,388,397,264,89,34
The Driver's Seat,Muriel Spark,3.62,"8,260","1,195","1,597","3,166","2,504",764,229
All Things Bright and Beautiful,James Herriot,4.33,"76,196","1,715","40,998","23,721","8,415","1,666","1,396"
Flashman in the Great Game,George MacDonald Fraser,4.36,"4,298",149,"2,183","1,556",488,50,21
Simulacra and Simulation,Jean Baudrillard,3.99,"13,490",677,"4,802","4,962","2,743",733,250
The Floating Opera,John Barth,3.86,"2,633",225,703,"1,060",696,142,32
Immortal Wife,Irving Stone,3.94,562,45,162,239,136,18,7
Emerald City and other stories,Jennifer Egan,3.74,"3,247",316,630,"1,396",995,190,36
"White Man's Justice, Black Man's Grief",Donald Goines,4.32,819,45,430,253,108,21,7
Man Is Not Alone: A Philosophy of Religion,Abraham Joshua Heschel,4.41,590,42,346,161,64,17,2
The Glass Lake,Maeve Binchy,3.96,"22,795",974,"7,102","8,967","5,684",870,172
"Thuvia, Maid of Mars",Edgar Rice Burroughs,3.76,"8,884",354,"2,196","3,092","2,926",595,75
Outer Banks,Anne Rivers Siddons,3.92,"9,257",348,"2,704","3,767","2,238",423,125
The Apostle,Brad Thor,4.14,"18,298",702,"7,340","7,026","3,273",514,145
The Mozart Season,Virginia Euwer Wolff,3.97,"1,073",136,366,407,219,64,17
The Leopard Unleashed,Elizabeth Chadwick,4.02,945,64,322,358,226,36,3
"Cien Rostros de María, para la contemplación",Clemente Arranz Enjuto,5.00,1,0,1,0,0,0,0
A Young Doctor's Notebook,Mikhail Bulgakov,4.29,"18,692","1,386","8,630","7,311","2,411",286,54
Terre promise,R.A. Salvatore,4.21,"63,964","1,142","29,487","21,907","9,992","1,896",682
The Madman,Kahlil Gibran,4.02,"9,911",940,"3,725","3,495","2,027",511,153
Dancing in the Dark,Maureen Lee,4.19,898,75,405,305,147,33,8
Saint Francis,Nikos Kazantzakis,4.09,"2,261",207,936,772,415,102,36
"The Face of Battle: A Study of Agincourt, Waterloo and the Somme",John Keegan,4.13,"7,711",370,"3,175","2,875","1,288",271,102
Time Must Have a Stop,Aldous Huxley,3.66,"1,450",117,309,534,444,132,31
Riders in the Chariot,Patrick White,3.98,859,103,324,295,170,39,31
"Ben Israel; The Odyssey of a Modern Jew,",Arthur Katz,4.30,53,14,25,20,7,1,0
Revenge,Yōko Ogawa,4.02,"17,476","2,893","5,675","7,437","3,547",699,118
The Change,K.A. Applegate,3.96,"4,743",193,"1,609","1,619","1,253",231,31
Thursday's Child,Sonya Hartnett,3.80,"1,328",150,355,509,337,92,35
The Mystery of Holly Lane,Enid Blyton,4.02,"2,402",54,864,841,603,81,13
Até ao Fim,Vergílio Ferreira,4.22,280,10,130,97,41,9,3
The Homecoming,Harold Pinter,3.71,"9,539",340,"2,685","3,206","2,288",909,451
Third from the Sun,Richard Matheson,3.96,267,37,83,104,68,11,1
Primal Fear,William Diehl,4.23,"9,291",437,"4,100","3,637","1,211",252,91
Five Little Peppers Abroad,Margaret Sidney,3.79,379,20,111,115,120,28,5
The Anatomy Lesson,Philip Roth,3.65,"3,286",245,566,"1,362","1,049",260,49
Father Elijah: An Apocalypse,Michael D. O'Brien,4.40,"3,423",348,"2,013",937,331,102,40
My Oedipus Complex and Other Stories,Frank O'Connor,3.84,494,54,132,193,133,29,7
الحياة الجديدة,Orhan Pamuk,3.56,"8,440",676,"1,929","2,699","2,408",977,427
Systematic Theology Vol 1: Ethics,James William McClendon Jr.,4.17,83,9,34,35,10,2,2
Stars and Bars,William  Boyd,3.48,"1,960",116,283,701,714,201,61
The Romulan Way,Diane Duane,3.93,"1,571",88,519,554,390,90,18
A Tale of Three Kings,Gene Edwards,4.28,"8,540",762,"4,647","2,320","1,064",320,189
"Living My Life, Vol. 2",Emma Goldman,4.32,412,17,210,144,43,8,7
On Mexican Time: A New Life In San Miguel,Tony Cohan,3.71,"1,962",199,436,749,596,129,52
Eureka Street,Robert McLiam Wilson,4.17,"3,812",339,"1,625","1,410",617,134,26
Dragoncharm,Graham Edwards,3.88,201,15,64,66,58,9,4
You Went Away: A Novella,Timothy Findley,3.82,824,35,192,346,240,40,6
Creation,Gore Vidal,4.23,"4,311",382,"1,982","1,544",595,161,29
Pigs in Heaven,Barbara Kingsolver,3.98,"59,465","2,406","17,771","26,114","13,003","2,018",559
The Redemption of Althalus,David Eddings,3.84,"15,990",577,"5,761","4,728","3,421","1,410",670
In the Electric Mist With Confederate Dead,James Lee Burke,4.15,"9,949",504,"3,986","3,974","1,623",269,97
Tribulation Force: The Continuing Drama of Those Left Behind,Tim LaHaye,3.96,"40,902","1,139","15,490","13,292","8,432","2,419","1,269"
Five on a Treasure Island,Enid Blyton,4.11,"30,774","1,459","12,556","10,781","6,013","1,032",392
La Maladie de la mort,Marguerite Duras,3.83,"2,563",264,750,931,629,195,58
História de dois amores,Carlos Drummond de Andrade,4.03,61,5,23,21,13,4,0
Lovelock,Orson Scott Card,3.47,"2,406",109,435,749,832,287,103
Love & Sleep,John Crowley,4.03,821,56,287,337,143,44,10
Runaways,V.C. Andrews,3.79,"5,669",101,"1,891","1,547","1,538",545,148
The Road to Mecca,Muhammad Asad,4.48,"5,218",717,"3,333","1,266",466,99,54
"New and Selected Poems, Volume One",Mary Oliver,4.55,"12,670",704,"8,470","3,045",873,181,101
Stranger in the Forest: On Foot Across Borneo,Eric Hansen,4.12,"1,813",148,730,692,297,73,21
Skylark,Patricia MacLachlan,3.97,"6,643",428,"2,228","2,434","1,619",281,81
The Knights of King Midas,Paul Berna,4.86,7,2,6,1,0,0,0
Willard,Stephen  Gilbert,3.93,574,71,158,250,138,22,6
Dutchman & The Slave,Amiri Baraka,3.78,"2,528",131,674,911,698,200,45
Supplying War: Logistics from Wallenstein to Patton,Martin van Creveld,3.95,506,36,148,222,104,28,4
"Animals, Animals, Animals",George Booth,4.12,17,5,9,3,3,2,0
The Collected Stories of Philip K. Dick 4: The Minority Report,Philip K. Dick,4.18,"9,484",291,"3,711","4,021","1,542",183,27
Das Urteil und andere Erzählungen,Franz Kafka,3.87,"2,455",91,768,874,594,166,53
Der Unbesiegbare,Stanisław Lem,4.15,"9,247",629,"3,647","3,742","1,534",267,57
True Spirituality: How to Live for Jesus Moment by Moment,Francis A. Schaeffer,4.26,"2,172",171,"1,056",727,307,59,23
The VBAC Companion: The Expectant Mother's Guide to Vaginal Birth After Cesarean,Diana Korte,3.85,198,33,47,89,51,8,3
Flashman at the Charge,George MacDonald Fraser,4.36,"4,954",204,"2,448","1,933",517,43,13
The Lost Continent: Travels in Small Town America,Bill Bryson,3.81,"59,135","3,265","17,062","21,882","14,187","4,058","1,946"
The Thirteenth Pearl,Carolyn Keene,3.89,"4,472",110,"1,425","1,453","1,329",222,43
The Moonspinners,Mary  Stewart,4.05,"9,357",831,"3,317","3,615","2,051",312,62
Anna Akhmatova,Anna Akhmatova,4.34,386,58,197,128,55,6,0
"Mushishi, Vol. 1",Yuki Urushibara,4.29,"6,983",255,"3,783","1,929",921,237,113
"Angus, Thongs and Full-Frontal Snogging",Louise Rennison,3.75,"132,911","4,622","41,398","39,591","34,825","12,034","5,063"
Ace Of Aces,René Fonck,3.78,23,7,4,11,7,1,0
Follow My Leader,James B. Garfield,4.20,"3,512",265,"1,666","1,116",554,122,54
The Warlord of Mars,Edgar Rice Burroughs,3.87,"13,892",655,"3,854","5,230","3,995",714,99
The Wild Hunt,Elizabeth Chadwick,3.99,"1,937",141,645,772,414,77,29
Ithaca,Constantinos P. Cavafy,4.57,414,53,291,82,28,10,3
The Commissar Vanishes: The Falsification of Photographs and Art in Stalin's Russia,David King,4.43,292,53,158,106,23,5,0
In Milton Lumky Territory,Philip K. Dick,3.43,811,87,123,257,296,112,23
Term Limits,Vince Flynn,4.32,"34,906","1,406","17,699","12,032","4,153",733,289
Sandry's Book,Tamora Pierce,4.02,"42,024","1,250","15,813","14,429","9,085","2,011",686
Fla-Flu e as multidões despertaram,Nelson Rodrigues,5.00,3,1,3,0,0,0,0
Steps,Jerzy Kosiński,3.78,"3,382",293,901,"1,280",849,254,98
La Musique Consolatrice,Georges Duhamel,4.43,7,1,5,1,0,1,0
The Poverty of Historicism,Karl Popper,3.86,"1,319",83,387,497,331,72,32
ჯაყოს ხიზნები,Mikheil Javakhishvili,4.31,"1,775",57,948,533,219,45,30
Deep Dream of the Rain Forest,Malcolm Bosse,3.40,47,8,6,18,15,5,3
Journey to Ixtlan,Carlos Castaneda,4.10,"12,340",453,"5,364","3,915","2,233",590,238
"A Sunny Morning, a Comedy of Madrid",Serafín Álvarez Quintero,3.51,67,17,9,25,25,7,1
El unicornio,Manuel Mujica Lainez,3.77,268,37,86,82,67,18,15
High Tide at Gettysburg,Glenn Tucker,4.12,475,25,204,155,94,15,7
Through the Storm,Maureen Lee,4.35,775,28,444,198,101,21,11
Five Little Pigs,Agatha Christie,4.03,"63,874","4,675","19,971","27,927","13,934","1,740",302
The Test,K.A. Applegate,3.84,"2,122",76,642,675,650,137,18
"The Autobiography of Martin Luther King, Jr.",Martin Luther King Jr.,4.32,"21,408",881,"11,730","6,182","2,496",614,386
Sky Island,L. Frank Baum,3.98,650,51,219,240,152,34,5
Flesh and Blood,Michael Cunningham,4.04,"5,666",441,"2,053","2,136","1,176",241,60
The Grass Arena: An Autobiography,John Healy,4.15,810,101,336,310,125,29,10
The Cry and the Covenant,Morton Thompson,4.52,286,53,182,78,21,4,1
The Mystery of Tally-Ho Cottage,Enid Blyton,4.07,"2,574",54,992,892,590,88,12
The Price of Admiralty: The Evolution of Naval Warfare from Trafalgar to Midway,John Keegan,4.09,969,45,348,401,182,31,7
Ragazzi di vita,Pier Paolo Pasolini,3.63,"4,032",244,855,"1,480","1,191",372,134
The Rock of Tanios,Amin Maalouf,3.97,"6,756",440,"1,942","2,967","1,560",251,36
"My Son, My Son",Howard Spring,4.27,333,33,161,115,44,11,2
Naked Pictures of Famous People,Jon   Stewart,3.57,"9,933",493,"2,203","3,189","3,051","1,090",400
Las batallas en el desierto,José Emilio Pacheco,4.13,"22,355","1,765","9,028","8,519","3,774",806,228
The Tree of Knowledge: The Biological Roots of Human Understanding,Humberto R. Maturana,4.20,"1,186",69,585,345,188,46,22
Unapologetic Theology,William C. Placher,3.72,54,3,11,23,16,2,2
The King's Fifth,Scott O'Dell,3.66,"1,884",163,462,619,571,163,69
Walt Disney's The Sorcerer's Apprentice,Don Ferguson,4.39,"1,297",16,806,247,194,41,9
The Great Heresies,Hilaire Belloc,4.22,942,92,450,304,141,36,11
حديث عيسى بن هشام,محمد المويلحي,3.88,271,43,76,112,62,17,4
"Living My Life, Vol. 1",Emma Goldman,4.35,764,51,405,255,77,21,6
The Book of Night with Moon,Diane Duane,4.07,"2,155",149,843,765,417,109,21
Future Grace,John Piper,4.18,"5,826",223,"2,907","1,639",854,262,164
Almost Starring Skinnybones,Barbara Park,3.76,339,35,89,119,94,33,4
The Pendragon Legend,Antal Szerb,3.98,"2,469",165,835,959,500,137,38
Feast of the King's Shadow,Chaz Brenchley,3.52,99,2,18,32,35,11,3
The Broken Body: Journey to Wholeness,Jean Vanier,4.26,73,6,34,27,10,1,1
Memoirs and Selected Letters,Ulysses S. Grant,4.06,"3,292",109,"1,457","1,043",466,173,153
Battleaxe,Sara Douglass,3.95,"16,657",476,"5,966","5,753","3,552",977,409
Downbelow Station,C.J. Cherryh,3.90,"14,928",742,"4,832","5,410","3,375",954,357
Wyrms,Orson Scott Card,3.40,"5,862",295,913,"1,788","2,125",797,239
الحرام,Yusuf Idris,3.96,"4,140",370,"1,395","1,558",906,200,81
A Treatise on Cosmic Fire,Alice A. Bailey,4.30,120,12,74,24,10,8,4
The Land Remembers: The Story of a Farm and Its People,Ben Logan,4.45,522,101,315,144,49,10,4
Boyhood,J.M. Coetzee,3.77,"5,114",382,"1,148","2,141","1,423",327,75
Midnight Falcon,David Gemmell,4.28,"7,864",178,"3,694","2,886","1,127",131,26
The Celery Stalks at Midnight,James Howe,3.93,"12,465",328,"4,252","4,147","3,270",556,240
Charms for the Easy Life,Kaye Gibbons,4.02,"12,480",898,"4,190","5,031","2,691",464,104
A Minor Apocalypse,Tadeusz Konwicki,3.76,"1,916",146,499,736,462,166,53
She Wasn't Soft,T. Coraghessan Boyle,3.52,64,16,14,22,16,7,5
"East, West",Salman Rushdie,3.56,"7,058",514,"1,088","2,649","2,570",654,97
Across the Wire: Life and Hard Times on the Mexican Border,Luis Alberto Urrea,4.21,853,106,364,328,138,18,5
Cotton Comes to Harlem,Chester Himes,3.82,"1,992",196,483,843,519,121,26
A Tangled Web,L.M. Montgomery,3.86,"5,004",445,"1,458","1,822","1,383",266,75
The Occult Reich,J.H. Brennan,3.11,46,6,3,14,18,7,4
The Princess Test,Gail Carson Levine,3.78,"10,919",338,"2,799","3,778","3,597",682,63
Dino: Living High in the Dirty Business of Dreams,Nick Tosches,4.05,963,120,362,361,179,45,16
Mangeclous,Albert Cohen,4.09,304,19,124,110,48,17,5
Heir of Sea and Fire,Patricia A. McKillip,4.16,"7,843",254,"3,397","2,663","1,483",243,57
Neither Here nor There: Travels in Europe,Bill Bryson,3.85,"71,514","3,379","21,936","26,074","16,752","4,676","2,076"
The ABC of Communism,Nikolai Bukharin,3.60,283,40,59,101,86,25,12
Light a Penny Candle,Maeve Binchy,3.95,"20,123",927,"6,300","7,702","5,047",867,207
Les Mandarins: Tome 1,Simone de Beauvoir,4.11,565,69,215,226,101,19,4
Staying On,Paul Scott,3.89,"3,751",229,"1,120","1,452",887,220,72
The Coherence of Theism,Richard Swinburne,3.96,84,10,28,32,19,3,2
Cinco horas con Mario,Miguel Delibes,3.90,"4,986",309,"1,623","1,820","1,069",360,114
Doom Patrol: Book One,Grant Morrison,4.33,"1,044",132,526,371,118,23,6
Rubicon Beach,Steve Erickson,4.00,648,49,215,264,131,32,6
დავით აღმაშენებელი. წიგნი III - IV,Konstantine Gamsakhurdia,4.53,121,7,84,24,7,5,1
Weird & Wonderful Wildlife,Michael Marten,4.71,7,0,5,2,0,0,0
Poems,Emily Dickinson,4.23,"2,347",42,"1,133",757,348,77,32
Batman: Gotham by Gaslight,Brian Augustyn,3.88,"12,462",510,"3,886","4,220","3,459",749,148
The Love Knot,Elizabeth Chadwick,4.06,"1,307",99,470,517,262,46,12
Hell Soup: The Collected Writings of Sparrow 13 Laughingwand,Sparrow 13 Laughingwand,4.69,16,0,12,3,1,0,0
Harlequin Valentine,Neil Gaiman,3.75,"3,233",153,826,"1,108","1,014",236,49
The Secret of Terror Castle,Robert Arthur,4.05,"5,883",425,"2,064","2,308","1,287",190,34
